Title,Category,Type,Release Year,Added Year,Duration (Minutes/Episodes),IMDB Rating,Director,Country,Platform
Titanic 5,Fantasy,Movie,1978,2009,73,4,Francis Ford Coppola,Canada,Disney+
Chernobyl 4,Crime,TV Show,1979,2004,90,4.3,Denis Villeneuve,Canada,Netflix
Fight Club 8,Comedy,TV Show,1982,1985,50,6.8,Denis Villeneuve,India,Netflix
The Crown 3,Thriller,TV Show,1987,2011,100,7.2,Francis Ford Coppola,Germany,Hulu
The Crown 7,Fantasy,TV Show,2017,2018,100,8.3,Steven Spielberg,Canada,Netflix
The Boys 3,Romance,TV Show,2003,2024,100,5.5,Steven Spielberg,UK,Hulu
The Office 3,Thriller,Movie,1981,2001,136,8.8,Francis Ford Coppola,Germany,Netflix
Fight Club 10,Mystery,TV Show,1997,1999,50,6.4,J.J. Abrams,India,HBO Max
Stranger Things 10,Mystery,Movie,2009,2010,163,6.7,Francis Ford Coppola,South Korea,Apple TV+
The Crown 4,Crime,Movie,2013,2013,104,4.8,Francis Ford Coppola,Australia,HBO Max
Breaking Bad 2,Horror,TV Show,1974,2017,10,8.7,Steven Spielberg,France,Amazon Prime
Friends 1,Comedy,Movie,2001,2019,96,4.4,Christopher Nolan,UK,Apple TV+
Breaking Bad 2,Mystery,TV Show,1994,1997,80,8.4,James Cameron,South Korea,Apple TV+
The Boys 2,Romance,TV Show,2006,2011,80,4.7,Quentin Tarantino,France,Apple TV+
Breaking Bad 7,Thriller,Movie,2019,2019,101,8.1,Martin Scorsese,Australia,Hulu
The Dark Knight 3,Romance,TV Show,1978,2010,80,6.4,Martin Scorsese,Germany,HBO Max
The Witcher 9,Horror,TV Show,1986,1996,80,5.2,Francis Ford Coppola,Australia,Amazon Prime
The Godfather 9,Horror,Movie,1996,2009,162,8.9,David Fincher,Canada,Netflix
Titanic 9,Mystery,TV Show,2010,2025,80,4.8,Ridley Scott,Australia,Apple TV+
Squid Game 9,Sci-Fi,TV Show,2000,2020,20,6.1,Ridley Scott,South Korea,Amazon Prime
Narcos 9,Drama,TV Show,1985,2021,70,6.1,Quentin Tarantino,France,Netflix
Fight Club 7,Crime,TV Show,1973,2001,20,5,Steven Spielberg,Australia,Netflix
Pulp Fiction 9,Comedy,TV Show,1972,2018,50,7.2,Quentin Tarantino,France,Disney+
Breaking Bad 4,Horror,TV Show,1976,1988,40,7.4,Steven Spielberg,Australia,Disney+
Friends 4,Horror,TV Show,1985,1990,20,5.9,Martin Scorsese,Canada,Amazon Prime
Avengers: Endgame 9,Romance,Movie,1983,1984,117,8.8,Christopher Nolan,USA,Amazon Prime
Chernobyl 7,Fantasy,Movie,1973,1973,77,8.3,Steven Spielberg,Japan,Netflix
Game of Thrones 5,Horror,TV Show,2013,2022,50,8.6,Christopher Nolan,Germany,Netflix
Interstellar 7,Mystery,TV Show,2008,2018,60,8.7,Francis Ford Coppola,Japan,Apple TV+
Narcos 9,Sci-Fi,TV Show,2020,2020,30,9.1,Martin Scorsese,USA,HBO Max
Friends 9,Thriller,Movie,2011,2019,63,6.9,Martin Scorsese,Spain,Amazon Prime
The Witcher 1,Sci-Fi,TV Show,2006,2006,50,4.9,Quentin Tarantino,France,Netflix
House of Cards 3,Mystery,TV Show,1971,1980,80,4.3,Denis Villeneuve,UK,Apple TV+
Game of Thrones 9,Action,TV Show,2023,2025,10,8.1,James Cameron,India,Disney+
Narcos 2,Drama,Movie,1977,2018,170,6,Steven Spielberg,UK,Disney+
Avengers: Endgame 9,Mystery,Movie,1992,1997,74,9.2,Francis Ford Coppola,Canada,Amazon Prime
Chernobyl 6,Comedy,TV Show,1994,2019,10,9.1,James Cameron,India,Amazon Prime
Avengers: Endgame 9,Thriller,TV Show,2020,2024,20,7.5,Christopher Nolan,Spain,HBO Max
Pulp Fiction 5,Thriller,TV Show,1980,1991,20,5.8,J.J. Abrams,Canada,Disney+
The Mandalorian 1,Comedy,TV Show,1993,2022,100,8.7,Steven Spielberg,India,Apple TV+
The Witcher 10,Comedy,TV Show,1994,2020,30,7.8,James Cameron,South Korea,Amazon Prime
Inception 7,Sci-Fi,Movie,1982,1998,132,8.4,J.J. Abrams,India,Disney+
The Dark Knight 1,Drama,TV Show,2009,2025,90,6.2,Denis Villeneuve,Canada,HBO Max
Squid Game 1,Horror,TV Show,2016,2019,10,5.6,Christopher Nolan,USA,Hulu
Avengers: Endgame 3,Thriller,Movie,1976,1983,168,5.8,Denis Villeneuve,Germany,HBO Max
The Crown 6,Thriller,TV Show,1985,1996,80,6.7,J.J. Abrams,USA,Disney+
Westworld 7,Fantasy,Movie,2017,2020,107,6.2,James Cameron,Japan,Disney+
Black Mirror 10,Crime,Movie,2006,2015,80,7.9,James Cameron,USA,Netflix
Fight Club 3,Comedy,Movie,2017,2025,126,4.1,J.J. Abrams,South Korea,Netflix
Squid Game 8,Fantasy,TV Show,2004,2012,20,8.5,Christopher Nolan,Spain,Netflix
The Mandalorian 10,Fantasy,TV Show,2006,2018,80,6,Francis Ford Coppola,UK,Netflix
Avengers: Endgame 4,Comedy,Movie,2023,2023,74,8.9,Christopher Nolan,South Korea,Apple TV+
The Godfather 2,Horror,TV Show,2002,2017,30,6,Martin Scorsese,South Korea,Hulu
The Mandalorian 10,Comedy,Movie,1990,2022,63,8.6,David Fincher,France,HBO Max
House of Cards 7,Sci-Fi,TV Show,1985,2007,100,8.5,Quentin Tarantino,Spain,Hulu
Squid Game 10,Fantasy,Movie,1980,1993,76,4.4,J.J. Abrams,Spain,Hulu
Breaking Bad 9,Drama,Movie,2022,2024,102,4.3,J.J. Abrams,France,HBO Max
Black Mirror 4,Action,TV Show,2001,2017,80,8.2,Christopher Nolan,France,Amazon Prime
The Office 3,Horror,TV Show,1990,2020,100,7.8,J.J. Abrams,Germany,Amazon Prime
The Dark Knight 6,Sci-Fi,TV Show,1976,2018,100,4.9,Francis Ford Coppola,USA,Hulu
House of Cards 10,Romance,Movie,2016,2020,93,6.6,David Fincher,India,Apple TV+
Black Mirror 7,Fantasy,Movie,2004,2006,157,4.3,Steven Spielberg,Australia,Netflix
The Witcher 7,Mystery,TV Show,1978,2005,70,4.2,Francis Ford Coppola,Japan,Apple TV+
Chernobyl 3,Horror,TV Show,2023,2023,70,6.2,Ridley Scott,Germany,Hulu
Interstellar 3,Fantasy,TV Show,1986,2022,80,7.9,J.J. Abrams,France,Amazon Prime
Titanic 2,Crime,Movie,1986,2009,160,4.5,Ridley Scott,France,HBO Max
Stranger Things 6,Action,Movie,1997,2018,124,4.9,Quentin Tarantino,India,HBO Max
Interstellar 1,Drama,Movie,2005,2020,69,7.8,Martin Scorsese,Canada,Apple TV+
Pulp Fiction 1,Horror,TV Show,2023,2023,10,7.9,David Fincher,UK,HBO Max
Sherlock 10,Action,TV Show,2014,2014,50,4,Steven Spielberg,Spain,HBO Max
The Godfather 2,Comedy,TV Show,2016,2019,70,9.1,Denis Villeneuve,USA,Apple TV+
Stranger Things 2,Action,TV Show,1992,2017,60,7.1,Ridley Scott,South Korea,HBO Max
Fight Club 1,Drama,TV Show,2010,2025,50,5.9,Denis Villeneuve,Spain,HBO Max
The Office 6,Comedy,Movie,2004,2009,69,7.8,Steven Spielberg,Spain,Apple TV+
Black Mirror 10,Romance,Movie,1980,2022,176,7.1,Martin Scorsese,India,Hulu
Money Heist 10,Drama,Movie,2022,2023,109,8.9,Christopher Nolan,Spain,Disney+
Fight Club 9,Thriller,TV Show,2005,2009,60,4.8,Quentin Tarantino,UK,Apple TV+
Game of Thrones 4,Action,Movie,1996,2016,62,7.5,Steven Spielberg,Spain,Disney+
Breaking Bad 8,Action,Movie,2019,2024,120,8.2,J.J. Abrams,France,Apple TV+
Black Mirror 4,Thriller,Movie,2017,2022,77,9.5,Francis Ford Coppola,Germany,Amazon Prime
Friends 8,Horror,Movie,2006,2018,121,8.8,J.J. Abrams,France,Hulu
Avengers: Endgame 8,Action,Movie,1991,2011,105,4.8,Quentin Tarantino,South Korea,Amazon Prime
Avengers: Endgame 2,Mystery,Movie,1975,2013,112,8.2,Steven Spielberg,Australia,Hulu
The Witcher 1,Fantasy,Movie,2014,2021,94,5.5,Ridley Scott,India,Hulu
Inception 8,Comedy,Movie,1971,1985,95,5.2,Steven Spielberg,Germany,Amazon Prime
The Mandalorian 5,Drama,TV Show,1976,1992,100,5.7,Francis Ford Coppola,UK,Amazon Prime
Westworld 5,Mystery,Movie,1984,2025,166,6.3,David Fincher,France,Netflix
Friends 3,Mystery,Movie,1994,2019,134,5.3,Christopher Nolan,South Korea,Netflix
The Mandalorian 2,Thriller,Movie,1990,1993,115,7.4,Francis Ford Coppola,USA,Disney+
Squid Game 2,Horror,TV Show,2009,2020,70,9.5,J.J. Abrams,Japan,Hulu
The Mandalorian 7,Crime,TV Show,1977,1984,60,4.5,J.J. Abrams,France,HBO Max
The Mandalorian 7,Mystery,Movie,2003,2023,102,8.1,James Cameron,Canada,Amazon Prime
Stranger Things 5,Sci-Fi,TV Show,2004,2013,20,8.3,Francis Ford Coppola,Germany,Hulu
The Mandalorian 3,Sci-Fi,TV Show,1988,1993,40,4.7,James Cameron,Japan,Apple TV+
House of Cards 4,Horror,TV Show,1997,1999,10,8.5,J.J. Abrams,India,Disney+
Westworld 3,Sci-Fi,Movie,1975,2001,179,7.7,James Cameron,Canada,Hulu
The Crown 3,Romance,TV Show,1970,2016,10,9,Quentin Tarantino,Australia,Apple TV+
House of Cards 6,Thriller,TV Show,1970,1998,10,6.7,J.J. Abrams,South Korea,Hulu
Squid Game 5,Crime,Movie,2016,2025,88,8.6,Martin Scorsese,Spain,HBO Max
Titanic 6,Action,TV Show,1974,2009,90,4.2,J.J. Abrams,Japan,Apple TV+
Friends 7,Horror,Movie,2022,2025,143,4.2,Francis Ford Coppola,UK,HBO Max
Narcos 7,Fantasy,TV Show,2022,2025,70,6.8,J.J. Abrams,USA,Netflix
Gladiator 9,Fantasy,TV Show,1977,2000,70,7.5,Steven Spielberg,South Korea,Netflix
Interstellar 1,Mystery,TV Show,1971,2022,70,5.3,Christopher Nolan,India,Netflix
Titanic 2,Thriller,Movie,2024,2024,136,8.9,Denis Villeneuve,France,Apple TV+
Gladiator 7,Mystery,Movie,2011,2022,130,5.5,Christopher Nolan,India,Hulu
Westworld 9,Horror,Movie,1972,1974,108,5.6,Ridley Scott,India,Amazon Prime
Pulp Fiction 10,Action,TV Show,2019,2024,90,8,Martin Scorsese,Spain,HBO Max
Chernobyl 4,Thriller,Movie,2005,2016,117,7.1,Steven Spielberg,India,HBO Max
The Godfather 10,Mystery,Movie,1997,2017,64,7.1,Martin Scorsese,South Korea,Netflix
Money Heist 7,Thriller,TV Show,2000,2011,30,7.8,Steven Spielberg,USA,Disney+
The Boys 3,Thriller,TV Show,2023,2025,100,8.5,David Fincher,UK,Apple TV+
The Crown 2,Comedy,TV Show,2021,2022,30,6.6,James Cameron,Australia,HBO Max
Inception 1,Drama,Movie,1978,2023,110,9.1,J.J. Abrams,UK,Apple TV+
Interstellar 3,Horror,Movie,2013,2016,163,7.2,Steven Spielberg,Germany,Hulu
Titanic 7,Crime,TV Show,1995,1999,80,8.6,Ridley Scott,UK,Amazon Prime
The Dark Knight 8,Sci-Fi,TV Show,2023,2023,50,5.8,Martin Scorsese,Japan,Amazon Prime
The Godfather 6,Fantasy,TV Show,1991,2018,80,4.7,Steven Spielberg,UK,Hulu
Game of Thrones 4,Fantasy,TV Show,2017,2025,10,7.5,David Fincher,UK,Hulu
Narcos 9,Mystery,Movie,1985,1996,135,4.9,Denis Villeneuve,France,Netflix
Breaking Bad 2,Mystery,TV Show,2012,2018,10,4.5,David Fincher,Spain,Amazon Prime
The Mandalorian 4,Romance,Movie,2007,2007,89,5.4,Christopher Nolan,UK,Disney+
Fight Club 5,Drama,TV Show,2000,2007,10,5.9,Quentin Tarantino,Japan,Apple TV+
Pulp Fiction 5,Thriller,Movie,1982,2007,108,9.5,David Fincher,UK,Hulu
The Godfather 10,Romance,TV Show,2003,2019,90,4.7,David Fincher,Spain,Apple TV+
Westworld 9,Drama,Movie,2020,2024,117,4.4,Francis Ford Coppola,Japan,Netflix
Narcos 9,Horror,Movie,1987,1994,153,5.5,Francis Ford Coppola,Japan,Disney+
The Office 5,Horror,Movie,2015,2023,117,5.6,Martin Scorsese,UK,Hulu
The Office 6,Drama,Movie,1986,2021,79,7.7,Steven Spielberg,Canada,Amazon Prime
The Office 2,Crime,Movie,1970,2022,77,8.3,Steven Spielberg,Australia,Disney+
Money Heist 7,Action,Movie,2007,2015,162,9.3,Denis Villeneuve,Japan,Amazon Prime
Fight Club 9,Sci-Fi,TV Show,1988,2010,50,8.3,Francis Ford Coppola,South Korea,Hulu
Inception 6,Sci-Fi,Movie,2022,2022,143,5.8,David Fincher,South Korea,Apple TV+
Westworld 4,Horror,Movie,2021,2023,110,7.1,Christopher Nolan,Australia,Netflix
Squid Game 9,Horror,Movie,1973,1974,146,7.7,Denis Villeneuve,Spain,Netflix
The Boys 6,Crime,TV Show,1975,1988,70,7.8,Ridley Scott,USA,HBO Max
The Dark Knight 2,Action,Movie,1985,2019,150,7.4,J.J. Abrams,USA,Hulu
Stranger Things 1,Drama,Movie,1992,2012,180,6.3,Ridley Scott,Spain,Apple TV+
Interstellar 5,Comedy,TV Show,2010,2017,20,5,Christopher Nolan,UK,Netflix
Pulp Fiction 4,Sci-Fi,Movie,1999,1999,95,4.9,Denis Villeneuve,Australia,Hulu
The Godfather 8,Action,TV Show,2016,2017,20,8.2,Christopher Nolan,India,Hulu
House of Cards 5,Sci-Fi,TV Show,1974,2017,50,8.8,Denis Villeneuve,India,Hulu
House of Cards 7,Thriller,Movie,2012,2021,104,6.9,Ridley Scott,USA,Netflix
Fight Club 1,Romance,TV Show,1998,2017,20,7.8,Quentin Tarantino,Japan,Hulu
Westworld 2,Sci-Fi,Movie,1982,2001,87,8.8,Steven Spielberg,USA,Hulu
Black Mirror 9,Action,Movie,2018,2023,99,6.9,David Fincher,India,Hulu
Gladiator 1,Comedy,TV Show,1987,2009,20,4.8,Christopher Nolan,South Korea,Netflix
Breaking Bad 2,Thriller,TV Show,2014,2024,60,4.1,Ridley Scott,Japan,Hulu
Squid Game 9,Crime,TV Show,2024,2025,90,5.5,J.J. Abrams,South Korea,Disney+
Fight Club 2,Horror,TV Show,2012,2016,80,7.2,Denis Villeneuve,Japan,Apple TV+
Pulp Fiction 6,Crime,Movie,2001,2020,157,7.6,Steven Spielberg,Spain,Netflix
Interstellar 3,Drama,TV Show,1998,2023,10,4.7,Steven Spielberg,France,HBO Max
The Boys 3,Romance,TV Show,2022,2022,60,8.1,Francis Ford Coppola,UK,Apple TV+
The Crown 1,Mystery,Movie,2011,2020,63,6.6,Martin Scorsese,France,Disney+
Game of Thrones 7,Crime,TV Show,2005,2023,100,7.5,J.J. Abrams,Germany,Netflix
Inception 6,Comedy,Movie,1988,2009,80,5,Steven Spielberg,UK,Apple TV+
The Mandalorian 9,Sci-Fi,Movie,2013,2014,106,8.7,Quentin Tarantino,Canada,Amazon Prime
Breaking Bad 6,Fantasy,Movie,1993,2006,131,8.6,James Cameron,Canada,Netflix
The Boys 5,Action,TV Show,1999,2019,100,5.4,Denis Villeneuve,Australia,Netflix
The Witcher 7,Drama,Movie,1996,2016,126,8.9,Quentin Tarantino,Canada,Disney+
The Dark Knight 2,Drama,TV Show,1975,1975,30,5.6,Christopher Nolan,Spain,Hulu
Chernobyl 5,Crime,TV Show,2016,2016,50,4.3,Francis Ford Coppola,UK,Disney+
Chernobyl 3,Action,Movie,1985,1999,144,5.3,David Fincher,Germany,Amazon Prime
Game of Thrones 7,Fantasy,Movie,1974,2025,85,4.5,James Cameron,UK,Netflix
Westworld 5,Romance,TV Show,2007,2007,60,8.4,Christopher Nolan,Canada,Apple TV+
Fight Club 10,Action,TV Show,1997,2002,10,4.3,Ridley Scott,Australia,Apple TV+
Avengers: Endgame 1,Crime,TV Show,2010,2011,70,5.6,Martin Scorsese,Canada,Amazon Prime
Fight Club 2,Crime,Movie,1983,2020,138,5,Francis Ford Coppola,South Korea,Apple TV+
The Mandalorian 2,Thriller,TV Show,1971,2009,80,6.3,Quentin Tarantino,Japan,Hulu
Fight Club 9,Mystery,TV Show,1970,2008,80,7,David Fincher,India,Disney+
House of Cards 4,Horror,TV Show,1979,2005,20,9,Quentin Tarantino,UK,Apple TV+
Game of Thrones 6,Crime,TV Show,1976,2003,70,5.7,Denis Villeneuve,Germany,Apple TV+
Sherlock 2,Fantasy,Movie,2000,2004,180,7.5,David Fincher,Australia,HBO Max
Stranger Things 2,Fantasy,Movie,1979,2014,177,6.6,Francis Ford Coppola,Canada,Hulu
Interstellar 4,Sci-Fi,Movie,1984,2017,176,8.7,Martin Scorsese,UK,Hulu
The Crown 1,Horror,TV Show,1970,1995,70,7.4,Denis Villeneuve,Japan,Hulu
The Office 6,Drama,TV Show,2004,2004,80,5.1,Christopher Nolan,UK,Hulu
House of Cards 3,Crime,Movie,1996,1999,138,5.5,Francis Ford Coppola,Australia,Hulu
Gladiator 4,Fantasy,Movie,1997,1999,150,6.8,J.J. Abrams,Germany,Disney+
Narcos 10,Mystery,TV Show,1987,1995,10,5.3,Ridley Scott,Japan,Hulu
Game of Thrones 10,Sci-Fi,Movie,1989,1999,140,4.7,J.J. Abrams,India,Netflix
Gladiator 10,Comedy,TV Show,1987,1994,80,6,Martin Scorsese,USA,Hulu
Breaking Bad 4,Horror,TV Show,1983,2006,70,6.1,Steven Spielberg,Spain,Disney+
The Dark Knight 2,Fantasy,Movie,1975,2007,154,5.1,Quentin Tarantino,Canada,Hulu
The Office 9,Fantasy,TV Show,2018,2024,70,6.5,Martin Scorsese,India,Disney+
House of Cards 5,Horror,Movie,2007,2022,179,8.4,Christopher Nolan,USA,Hulu
Friends 9,Action,TV Show,2001,2006,90,5.1,James Cameron,Australia,HBO Max
Pulp Fiction 3,Action,TV Show,1998,2006,60,5,Ridley Scott,Spain,Apple TV+
The Boys 9,Comedy,TV Show,2021,2025,50,4.9,J.J. Abrams,India,Amazon Prime
The Dark Knight 7,Action,Movie,1985,2024,112,5.5,James Cameron,Japan,HBO Max
Fight Club 1,Thriller,TV Show,1988,2011,70,6.5,Steven Spielberg,Australia,Amazon Prime
Fight Club 4,Horror,Movie,1970,1994,92,4.1,Christopher Nolan,Japan,Amazon Prime
The Crown 8,Crime,Movie,1978,1978,61,9.2,Steven Spielberg,UK,HBO Max
Narcos 9,Romance,TV Show,2005,2010,40,7.1,Quentin Tarantino,Germany,Netflix
Interstellar 10,Action,TV Show,2000,2013,10,5,Francis Ford Coppola,South Korea,Apple TV+
House of Cards 3,Thriller,TV Show,1971,2011,70,6.2,Ridley Scott,India,Apple TV+
The Crown 5,Horror,TV Show,2021,2022,60,8.5,Ridley Scott,India,Hulu
The Crown 5,Action,TV Show,1981,2001,80,8,Francis Ford Coppola,Australia,Disney+
The Dark Knight 7,Sci-Fi,TV Show,2018,2020,80,5.1,Martin Scorsese,France,Netflix
Game of Thrones 1,Action,TV Show,1997,2009,90,7.1,Quentin Tarantino,Spain,Disney+
The Godfather 3,Thriller,Movie,1998,2001,73,7.5,David Fincher,Canada,Apple TV+
Money Heist 8,Romance,Movie,1971,2016,166,5.6,Denis Villeneuve,France,Apple TV+
The Crown 9,Romance,TV Show,1984,2024,90,4.5,Quentin Tarantino,Spain,HBO Max
The Office 7,Drama,TV Show,2023,2023,10,8.4,Francis Ford Coppola,Japan,Disney+
Black Mirror 1,Action,TV Show,2001,2010,50,9.3,David Fincher,Germany,Hulu
Inception 8,Mystery,Movie,1983,2000,101,6.7,James Cameron,Germany,Apple TV+
Black Mirror 9,Comedy,TV Show,2008,2018,20,4.3,Christopher Nolan,UK,Netflix
The Dark Knight 6,Comedy,TV Show,2000,2008,60,8.6,David Fincher,USA,Netflix
Inception 1,Mystery,TV Show,1973,1998,30,7.3,J.J. Abrams,USA,Hulu
Money Heist 2,Romance,Movie,1975,1987,91,8.9,J.J. Abrams,Australia,Disney+
Chernobyl 7,Comedy,TV Show,1980,1980,10,7.9,Quentin Tarantino,Spain,Hulu
Black Mirror 2,Sci-Fi,TV Show,2020,2025,10,5.3,Christopher Nolan,Spain,Netflix
The Crown 6,Crime,Movie,1987,2025,144,4.8,Denis Villeneuve,France,Hulu
The Godfather 8,Mystery,TV Show,2013,2019,60,7.4,Francis Ford Coppola,Japan,Netflix
Chernobyl 3,Romance,Movie,1980,2010,93,6.1,Martin Scorsese,Canada,Amazon Prime
Pulp Fiction 5,Mystery,TV Show,1977,2016,90,6.2,Martin Scorsese,USA,Disney+
The Office 9,Action,TV Show,2001,2007,20,4.7,Denis Villeneuve,USA,Amazon Prime
The Boys 2,Sci-Fi,TV Show,2017,2023,50,4,David Fincher,France,Hulu
Stranger Things 6,Action,TV Show,2002,2006,100,7.4,Christopher Nolan,Canada,Disney+
Narcos 6,Thriller,Movie,1975,1981,150,4.6,James Cameron,South Korea,HBO Max
Squid Game 1,Horror,Movie,1986,1995,160,8.2,Christopher Nolan,France,HBO Max
Pulp Fiction 9,Sci-Fi,Movie,2004,2024,159,5.3,James Cameron,Spain,Netflix
Narcos 4,Mystery,Movie,1978,1978,73,5.2,Christopher Nolan,Australia,Apple TV+
Money Heist 3,Mystery,Movie,1970,1985,174,7.3,Francis Ford Coppola,France,Apple TV+
The Witcher 10,Sci-Fi,Movie,1982,2015,155,6.3,Ridley Scott,Australia,Hulu
Westworld 7,Action,TV Show,1986,1990,80,7.3,Denis Villeneuve,India,HBO Max
Friends 2,Drama,Movie,1984,1985,163,8,Ridley Scott,South Korea,Disney+
The Boys 3,Thriller,Movie,2023,2024,119,5.8,Quentin Tarantino,Japan,Netflix
The Office 9,Drama,TV Show,2011,2012,50,9.4,Quentin Tarantino,France,Hulu
Chernobyl 9,Fantasy,Movie,2001,2023,100,9.1,David Fincher,France,Disney+
Stranger Things 9,Mystery,TV Show,2010,2019,30,4.8,J.J. Abrams,India,Apple TV+
The Crown 8,Mystery,Movie,2023,2025,157,5.4,Francis Ford Coppola,USA,Netflix
Black Mirror 6,Fantasy,Movie,2023,2024,78,5,Francis Ford Coppola,Spain,Amazon Prime
Chernobyl 10,Action,TV Show,2001,2002,60,4.8,James Cameron,USA,Disney+
Pulp Fiction 5,Mystery,Movie,2008,2014,175,5.6,Martin Scorsese,South Korea,Amazon Prime
The Mandalorian 10,Mystery,TV Show,1978,2018,30,6.5,Steven Spielberg,South Korea,Netflix
The Godfather 5,Comedy,Movie,2022,2023,117,5.7,Ridley Scott,Australia,Apple TV+
Avengers: Endgame 5,Horror,TV Show,1977,2004,100,5.5,Martin Scorsese,Canada,Hulu
The Godfather 8,Mystery,Movie,2017,2025,66,7,Ridley Scott,USA,Disney+
Titanic 6,Action,Movie,2018,2025,127,4.7,Steven Spielberg,UK,Hulu
Fight Club 10,Horror,Movie,2020,2021,98,7.5,Martin Scorsese,USA,Netflix
House of Cards 3,Fantasy,TV Show,1970,1983,20,8.3,Denis Villeneuve,Spain,Netflix
Friends 9,Action,Movie,1996,2000,86,4.5,Martin Scorsese,Canada,Disney+
Black Mirror 6,Horror,TV Show,2010,2013,20,6.3,Denis Villeneuve,Canada,Apple TV+
Interstellar 8,Thriller,Movie,1984,2003,113,8.1,Francis Ford Coppola,India,Amazon Prime
Narcos 8,Action,Movie,1996,2021,85,5.2,Francis Ford Coppola,USA,Disney+
Sherlock 10,Action,Movie,1970,1970,70,7.6,Ridley Scott,Australia,Hulu
Money Heist 3,Sci-Fi,TV Show,2010,2010,70,8,Ridley Scott,Australia,Netflix
Narcos 5,Comedy,Movie,2020,2020,103,4.5,Steven Spielberg,UK,Hulu
The Godfather 6,Comedy,Movie,2005,2017,67,8.6,Francis Ford Coppola,Canada,Hulu
The Mandalorian 9,Romance,Movie,2016,2022,119,4.3,Steven Spielberg,India,Disney+
Breaking Bad 1,Drama,TV Show,1973,1978,100,6.3,Martin Scorsese,Japan,Hulu
The Witcher 1,Sci-Fi,TV Show,2001,2014,40,5.6,Francis Ford Coppola,Canada,Apple TV+
The Godfather 10,Sci-Fi,Movie,2024,2025,176,6.1,Steven Spielberg,India,Apple TV+
Pulp Fiction 10,Comedy,TV Show,1991,2008,90,8.6,J.J. Abrams,France,Hulu
Westworld 1,Romance,TV Show,2005,2008,20,6.7,Francis Ford Coppola,Japan,Apple TV+
Breaking Bad 4,Action,TV Show,1985,2006,30,8.6,Steven Spielberg,France,Netflix
Breaking Bad 5,Comedy,TV Show,2020,2023,20,8,J.J. Abrams,Spain,Netflix
The Godfather 4,Drama,TV Show,1978,2013,60,4.7,David Fincher,France,Disney+
Pulp Fiction 4,Comedy,TV Show,2006,2022,90,8.8,Martin Scorsese,Japan,Netflix
The Crown 10,Fantasy,Movie,1993,2011,156,9.5,Steven Spielberg,USA,Disney+
The Boys 1,Comedy,TV Show,1985,1986,50,8.4,Francis Ford Coppola,South Korea,Apple TV+
Inception 10,Action,Movie,2021,2022,176,8.8,Quentin Tarantino,South Korea,Netflix
Money Heist 10,Comedy,TV Show,2013,2020,80,5.6,James Cameron,Canada,HBO Max
Game of Thrones 2,Comedy,Movie,1971,2008,62,7.5,Denis Villeneuve,UK,Hulu
Black Mirror 6,Fantasy,Movie,1977,2013,87,9.1,Quentin Tarantino,South Korea,Disney+
Chernobyl 7,Mystery,Movie,1994,2008,174,4.6,David Fincher,Germany,Hulu
Gladiator 10,Drama,TV Show,2018,2021,20,8,James Cameron,India,Netflix
Inception 9,Crime,Movie,1983,1988,135,6.9,Steven Spielberg,South Korea,Amazon Prime
Sherlock 3,Crime,TV Show,2015,2024,90,7.4,Steven Spielberg,India,Apple TV+
Avengers: Endgame 4,Thriller,TV Show,1984,2010,70,5.4,David Fincher,UK,HBO Max
The Office 9,Thriller,Movie,1997,1999,103,9.1,Francis Ford Coppola,UK,HBO Max
Chernobyl 7,Crime,Movie,1976,1993,123,5.9,Martin Scorsese,UK,HBO Max
Squid Game 10,Crime,TV Show,1976,1998,30,8.7,Ridley Scott,USA,Apple TV+
Westworld 2,Horror,Movie,1988,2024,134,7,Martin Scorsese,Canada,Apple TV+
Black Mirror 9,Crime,TV Show,1979,1999,20,6.5,J.J. Abrams,Canada,Amazon Prime
Westworld 1,Mystery,Movie,1990,2003,148,4.2,Christopher Nolan,USA,Hulu
The Godfather 3,Thriller,TV Show,1994,2013,20,7.5,Quentin Tarantino,Spain,Disney+
Inception 9,Romance,Movie,2023,2024,122,5.2,David Fincher,Canada,Disney+
Black Mirror 9,Action,TV Show,1989,1997,10,5.8,Denis Villeneuve,Australia,Netflix
Money Heist 7,Drama,TV Show,1985,1995,40,8.8,Steven Spielberg,France,Amazon Prime
Money Heist 1,Horror,TV Show,2014,2023,40,4.5,Steven Spielberg,Canada,HBO Max
Sherlock 4,Sci-Fi,TV Show,1973,1991,100,6.4,Martin Scorsese,UK,Apple TV+
Titanic 2,Crime,TV Show,2022,2025,100,8.2,Martin Scorsese,France,HBO Max
Friends 2,Horror,Movie,2017,2017,171,7.2,Ridley Scott,UK,Hulu
Sherlock 7,Romance,TV Show,2008,2025,80,6.9,Quentin Tarantino,UK,Hulu
Pulp Fiction 3,Drama,Movie,2022,2024,91,6,David Fincher,Canada,Apple TV+
Gladiator 3,Drama,Movie,2004,2004,111,7.5,Christopher Nolan,Japan,Amazon Prime
The Dark Knight 1,Comedy,TV Show,1973,2020,10,4.2,James Cameron,South Korea,Apple TV+
